hour,day_of_week,vehicle_count,weather,is_holiday,temperature,density_pct,congestion
18,4,334,0,0,25.6,67.8,1
16,2,152,2,0,28.3,26.6,0
15,6,90,0,0,28.0,20.8,0
5,1,1,0,0,22.2,0.0,0
11,4,184,0,0,22.6,35.2,0
23,0,76,0,0,22.2,18.3,0
0,1,28,0,1,21.2,3.5,0
1,4,38,0,0,36.4,3.4,0
19,4,311,2,0,32.6,57.5,1
6,3,114,0,0,27.6,24.6,0
19,1,490,1,0,21.6,94.2,2
8,1,335,0,0,27.1,72.3,2
7,3,335,0,0,22.0,60.8,1
4,4,16,0,0,30.3,8.3,0
16,6,147,0,0,20.6,30.0,0
0,6,14,0,0,26.4,2.5,0
13,1,141,0,0,33.4,26.6,0
23,6,79,0,0,26.5,17.0,0
7,6,217,0,0,28.9,43.3,0
0,5,8,0,0,28.5,4.9,0
12,5,91,1,0,26.2,18.5,0
13,5,132,0,0,28.7,26.9,0
19,2,356,0,0,22.1,70.1,2
15,1,135,0,0,23.1,26.8,0
11,6,167,1,0,35.1,34.3,0
23,1,89,0,0,21.2,12.7,0
12,6,127,0,0,31.9,21.4,0
5,3,19,0,0,19.8,6.0,0
19,3,337,0,0,25.4,67.9,1
23,3,104,0,0,31.1,20.2,0
1,6,23,0,0,26.8,4.7,0
9,1,122,0,1,28.3,25.4,0
5,5,0,0,1,18.0,0.0,0
8,6,226,0,0,26.1,42.9,0
0,5,61,2,0,29.0,12.8,0
18,2,332,1,0,22.5,63.5,1
12,4,44,0,1,28.1,10.0,0
16,2,126,0,0,28.3,20.1,0
18,2,590,3,0,29.3,100.0,2
10,6,80,0,0,29.7,17.4,0
3,2,37,0,0,37.9,8.2,0
10,3,182,0,0,18.2,39.3,0
7,2,234,0,0,34.4,51.8,1
5,3,3,0,0,29.5,3.6,0
15,5,111,1,0,35.5,16.7,0
6,6,66,0,0,21.1,9.4,0
2,5,10,0,0,18.1,0.1,0
15,2,210,0,0,37.7,42.1,0
8,3,385,1,0,28.2,78.6,2
18,1,421,1,0,27.6,82.0,2
16,2,108,0,0,21.5,22.2,0
14,2,140,0,0,22.2,25.7,0
10,2,107,0,0,29.0,19.6,0
15,4,136,0,0,26.5,23.0,0
11,6,124,0,0,29.4,22.0,0
3,5,12,0,0,26.6,0.0,0
4,6,15,0,0,34.1,0.1,0
15,1,223,1,0,28.3,47.8,1
15,2,100,2,0,19.0,17.2,0
1,1,29,0,0,30.6,13.7,0
8,2,269,0,0,34.2,55.3,1
13,0,169,0,0,30.1,34.4,0
20,5,127,3,0,23.7,22.8,0
15,6,126,2,0,25.6,27.3,0
20,1,123,0,0,36.6,22.9,0
19,4,338,2,0,19.6,68.0,1
10,2,166,1,0,30.1,40.9,0
14,6,122,0,0,29.7,24.1,0
5,1,1,0,0,22.7,3.6,0
6,1,155,0,0,36.7,28.9,0
1,0,2,0,0,37.9,0.3,0
19,1,304,2,0,25.8,66.1,1
23,2,52,0,0,28.5,8.5,0
1,5,42,2,0,35.3,13.8,0
8,4,384,3,0,32.0,78.9,2
19,3,354,0,0,29.3,69.1,1
20,4,69,0,0,28.8,15.7,0
9,2,321,0,0,18.2,67.1,1
11,2,186,0,0,36.4,39.1,0
9,0,276,1,0,29.9,50.5,1
11,1,104,0,0,25.9,18.6,0
12,1,196,0,0,22.8,38.5,0
22,5,77,0,0,28.6,15.2,0
6,6,136,0,0,20.2,29.1,0
14,2,82,0,0,24.4,16.9,0
17,0,391,0,0,23.4,74.2,2
23,0,99,0,0,27.9,20.9,0
9,6,265,3,0,27.3,54.8,1
2,6,5,0,0,23.3,2.7,0
17,3,336,2,0,23.0,70.4,2
3,6,0,0,0,37.5,2.5,0
6,3,116,0,0,31.3,24.6,0
12,5,158,2,0,21.2,31.4,0
23,4,78,0,0,30.8,10.6,0
1,6,33,3,0,22.7,7.9,0
0,1,0,0,0,25.9,0.6,0
1,4,8,0,0,29.9,2.4,0
7,1,414,0,0,24.8,79.0,2
1,0,0,0,0,28.7,0.0,0
15,1,132,0,0,30.9,29.6,0
23,1,14,0,1,32.5,2.7,0
15,5,104,0,0,31.9,22.8,0
5,4,64,1,0,23.5,12.9,0
5,0,37,0,0,34.4,7.5,0
14,0,174,0,0,32.7,37.6,0
19,6,197,0,0,24.4,37.9,0
12,1,156,0,0,29.0,31.5,0
10,3,70,0,0,28.5,12.6,0
4,1,0,0,0,27.7,0.0,0
18,5,339,0,0,28.5,66.9,1
8,0,264,0,0,19.4,53.5,1
2,3,29,0,0,29.2,4.4,0
22,0,58,0,0,18.8,15.4,0
2,1,38,0,0,32.5,4.9,0
6,1,117,0,0,30.5,22.8,0
23,4,104,0,0,30.8,19.5,0
22,5,107,0,0,33.8,25.7,0
16,2,201,0,0,30.0,40.8,0
10,4,197,0,0,25.4,42.5,0
13,6,94,0,0,29.3,14.3,0
17,5,362,3,0,26.9,73.2,2
23,0,68,0,0,28.4,16.3,0
9,1,373,0,0,33.4,74.8,2
17,4,259,2,0,21.1,55.0,1
11,1,105,0,0,29.6,19.4,0
9,0,219,0,0,22.3,48.0,1
15,1,206,2,0,32.1,48.1,1
19,5,226,1,0,29.5,44.1,0
10,2,89,0,0,36.6,16.5,0
23,5,136,2,0,30.7,31.6,0
1,2,32,0,0,29.3,11.1,0
22,1,125,0,0,37.9,23.4,0
18,4,225,0,0,33.7,43.7,0
10,0,131,1,0,29.0,25.4,0
12,4,156,0,0,33.2,27.2,0
6,3,187,0,0,29.2,34.6,0
7,1,436,1,0,24.5,84.2,2
3,5,36,0,0,21.8,4.9,0
20,0,125,0,0,25.0,24.9,0
4,3,0,1,1,22.0,0.7,0
23,6,130,1,0,22.9,30.7,0
9,0,397,1,0,24.1,76.4,2
10,1,172,0,0,28.9,37.4,0
17,3,537,3,0,31.9,100.0,2
12,4,85,0,0,23.1,16.9,0
6,6,150,0,0,27.3,32.0,0
2,3,9,0,0,36.3,0.0,0
0,2,36,0,0,22.6,8.3,0
22,0,52,0,0,29.9,10.9,0
6,4,80,0,0,32.2,17.5,0
16,2,126,0,0,21.1,26.1,0
11,5,128,3,0,37.6,33.0,0
20,2,78,2,0,34.3,13.7,0
8,1,270,2,0,31.1,52.4,1
16,5,109,0,0,22.5,19.9,0
4,3,28,2,0,24.6,3.9,0
6,5,149,0,0,34.0,27.9,0
9,5,326,0,0,20.7,68.8,1
20,4,129,0,0,29.1,30.1,0
5,2,26,0,0,18.6,3.5,0
13,2,235,2,0,35.9,44.5,0
4,6,52,0,0,18.5,11.8,0
8,4,356,0,0,22.6,69.5,1
11,0,167,0,0,28.0,35.3,0
22,5,57,2,0,27.8,12.0,0
6,1,64,1,1,18.3,8.3,0
7,5,216,0,0,22.1,47.8,1
19,3,375,2,0,35.8,80.4,2
1,4,55,0,0,24.3,9.2,0
19,4,385,2,0,33.7,75.8,2
14,3,160,0,0,37.9,32.9,0
12,5,20,0,1,33.3,5.0,0
9,3,308,0,0,34.6,63.6,1
13,2,107,0,0,28.3,27.4,0
20,3,138,0,0,21.6,27.1,0
4,3,29,0,0,21.6,3.4,0
14,0,171,0,0,36.1,30.1,0
22,5,66,0,0,27.0,11.0,0
16,5,114,1,0,28.2,22.7,0
17,3,136,0,1,24.7,32.6,0
5,6,19,1,0,19.0,2.2,0
23,6,48,0,0,21.6,10.3,0
0,4,45,0,0,28.0,9.0,0
0,4,39,0,0,29.8,11.4,0
13,3,147,0,0,22.9,37.0,0
19,5,244,1,0,19.0,47.2,1
20,2,59,2,1,31.3,10.3,0
10,0,64,0,1,21.6,15.9,0
19,5,217,0,0,33.7,45.4,1
23,4,94,0,0,33.4,24.3,0
12,6,109,0,0,29.0,23.6,0
4,0,26,0,0,28.5,4.1,0
22,1,143,0,0,32.6,30.4,0
2,3,43,0,0,33.8,11.9,0
13,4,161,0,0,29.5,34.7,0
4,4,22,0,0,30.6,5.9,0
19,1,318,3,0,18.0,66.8,1
20,6,119,1,0,34.0,27.3,0
1,2,44,1,0,22.2,12.9,0
22,2,120,0,0,24.0,25.9,0
0,0,20,0,0,32.5,3.5,0
5,1,12,0,0,31.4,2.8,0
20,1,119,0,0,35.8,27.4,0
14,6,147,2,0,19.1,26.9,0
18,5,295,0,0,18.4,60.1,1
11,0,148,0,0,18.6,28.4,0
17,6,193,0,0,21.7,38.7,0
22,6,91,0,0,26.3,22.0,0
11,3,89,0,0,28.5,18.4,0
11,6,29,0,1,19.9,5.9,0
15,4,204,0,0,27.7,36.7,0
9,6,354,1,0,20.0,73.0,2
6,5,11,0,1,35.3,4.1,0
9,0,301,0,0,19.7,66.7,1
3,4,61,1,0,18.4,11.3,0
20,1,98,0,0,23.5,20.3,0
21,0,144,0,0,20.3,29.5,0
16,0,96,0,0,24.4,23.9,0
18,1,346,0,0,35.8,68.9,1
1,1,0,2,1,19.0,0.8,0
2,3,60,1,0,35.8,13.8,0
19,2,496,1,0,32.3,99.8,2
2,6,46,0,0,19.9,7.9,0
3,3,24,0,0,33.3,5.4,0
7,1,291,0,0,36.3,61.4,1
22,5,95,2,0,24.5,15.9,0
2,3,20,0,0,34.9,4.4,0
19,4,227,0,0,34.4,43.3,0
17,5,304,0,0,27.2,64.4,1
7,4,217,0,0,27.6,38.8,0
6,6,130,0,0,37.6,24.3,0
17,5,340,0,0,19.6,69.1,1
15,0,193,0,0,29.1,43.3,0
5,2,42,0,0,20.2,8.2,0
10,3,114,0,0,22.4,21.1,0
20,6,37,0,1,21.0,13.0,0
12,4,119,0,0,31.6,19.5,0
18,6,266,0,0,36.9,46.6,1
2,4,2,3,1,26.1,1.7,0
1,2,54,3,0,18.0,9.3,0
3,6,36,0,0,26.6,4.1,0
20,2,68,0,0,26.7,15.7,0
15,1,193,0,0,36.5,39.3,0
4,2,0,0,0,20.7,0.0,0
4,5,0,0,0,37.5,0.0,0
4,5,62,2,0,35.9,15.0,0
13,4,141,0,0,29.0,30.2,0
11,1,183,0,0,29.6,36.3,0
22,4,46,2,0,29.5,14.7,0
18,3,361,0,0,27.6,69.0,1
4,5,58,3,0,37.7,7.0,0
14,4,188,2,0,19.8,35.5,0
23,5,104,0,0,30.7,20.7,0
19,0,328,0,0,18.2,66.3,1
15,4,180,0,0,37.2,35.3,0
9,1,200,2,1,33.0,41.1,0
8,0,366,0,0,29.5,69.4,1
23,4,20,0,1,20.5,8.3,0
8,1,376,0,0,23.1,75.0,2
19,1,373,1,0,31.2,78.0,2
8,6,177,0,0,34.0,36.4,0
2,1,68,1,0,34.8,15.0,0
12,1,200,1,0,21.3,41.7,0
1,5,36,1,0,19.1,8.5,0
15,2,134,2,0,36.4,28.7,0
21,5,69,0,0,28.6,17.8,0
9,6,299,0,0,37.2,60.4,1
3,4,58,3,0,26.6,13.7,0
10,2,139,0,0,31.1,27.5,0
21,5,99,0,0,33.4,24.1,0
21,5,27,0,0,18.2,3.4,0
0,3,12,0,0,26.9,7.8,0
8,1,133,0,1,19.1,26.5,0
19,5,438,3,0,19.7,83.3,2
12,5,74,0,0,34.1,15.2,0
22,1,140,0,0,36.7,26.0,0
8,6,282,2,0,33.4,58.9,1
5,6,5,1,0,25.7,0.0,0
8,6,232,0,0,27.8,45.1,1
12,1,128,0,0,28.8,19.9,0
19,5,160,0,0,23.2,30.6,0
2,4,29,1,0,18.4,0.0,0
20,5,23,0,1,25.8,0.0,0
12,4,79,1,1,33.4,18.1,0
12,6,98,1,0,19.4,22.0,0
12,5,171,0,0,29.3,35.5,0
10,5,122,0,0,37.9,21.5,0
11,4,175,0,0,34.8,34.9,0
20,1,73,0,0,25.7,14.6,0
22,3,80,0,0,25.2,12.5,0
14,5,126,0,0,18.5,29.7,0
15,3,156,0,0,24.2,33.8,0
0,0,12,0,0,32.4,1.7,0
6,6,176,0,0,36.8,35.3,0
4,5,19,2,0,18.7,4.4,0
20,0,154,2,0,18.9,24.7,0
0,1,16,2,0,34.4,2.5,0
19,1,240,0,0,34.3,46.0,1
19,6,248,0,0,22.1,46.6,1
10,0,180,0,0,20.7,35.2,0
1,4,54,0,0,23.5,16.2,0
5,5,13,0,0,22.9,4.5,0
4,0,0,0,0,25.5,0.0,0
15,0,82,0,1,19.8,18.1,0
9,3,294,1,0,27.5,63.0,1
4,5,28,0,0,22.8,8.4,0
22,0,99,1,0,30.2,20.0,0
9,2,321,0,0,21.8,62.3,1
19,2,497,3,0,28.2,100.0,2
21,1,147,0,0,33.9,30.6,0
15,1,149,2,0,19.1,32.5,0
6,3,120,0,0,35.8,25.9,0
3,5,11,0,0,21.2,5.3,0
16,0,154,0,0,26.9,29.2,0
13,1,112,2,0,22.6,26.4,0
7,0,240,0,0,22.0,48.6,1
15,4,256,2,0,20.9,57.4,1
14,1,162,0,0,32.4,30.3,0
8,1,259,0,0,29.4,57.0,1
3,6,9,0,0,33.2,2.4,0
19,1,259,0,0,30.2,49.8,1
17,6,233,0,0,28.4,45.1,1
15,6,157,0,0,26.6,30.4,0
7,2,254,0,0,36.5,52.1,1
0,3,61,0,0,27.4,13.8,0
1,3,14,0,0,34.0,1.1,0
15,1,164,1,0,31.9,32.7,0
4,2,29,0,0,19.8,12.2,0
5,5,33,0,0,29.7,11.8,0
4,6,43,0,0,35.4,9.9,0
22,5,47,0,1,25.7,9.5,0
16,0,219,1,0,32.0,44.2,0
18,6,225,0,0,30.4,46.8,1
16,5,137,0,0,25.7,24.3,0
1,2,28,0,0,32.1,4.8,0
4,2,65,0,0,27.6,8.0,0
22,1,121,1,0,24.4,25.4,0
21,3,124,0,0,24.9,26.7,0
16,6,160,1,0,31.6,30.6,0
14,4,184,0,0,31.9,41.5,0
6,3,75,0,0,21.6,11.3,0
5,2,26,0,0,21.0,0.8,0
20,0,109,3,0,28.8,22.5,0
11,3,69,0,0,23.8,16.9,0
7,6,243,0,0,26.2,53.7,1
15,4,137,0,0,29.0,26.0,0
18,1,268,0,0,33.8,56.8,1
11,2,128,0,0,25.1,25.5,0
19,1,370,0,0,37.5,73.5,2
5,1,38,3,0,29.5,10.3,0
11,1,150,1,0,31.3,32.0,0
11,3,178,0,0,24.0,30.9,0
12,3,98,2,0,36.6,24.0,0
23,4,108,0,0,32.1,25.7,0
18,5,267,0,0,36.1,51.5,1
22,0,131,2,0,20.8,27.4,0
9,0,289,1,0,26.9,59.3,1
1,4,46,0,0,22.4,10.0,0
6,0,130,1,0,31.5,24.3,0
12,1,90,0,0,28.2,16.0,0
12,1,79,0,0,25.7,15.7,0
11,2,115,0,0,29.2,26.5,0
23,3,110,0,0,34.1,23.6,0
4,6,38,0,0,22.2,6.5,0
10,0,86,0,0,25.5,19.5,0
20,2,134,0,0,32.2,18.3,0
6,1,184,0,0,27.8,40.2,0
18,2,249,1,0,22.5,44.6,0
8,2,475,1,0,27.5,93.9,2
13,1,92,0,0,22.9,15.0,0
15,0,131,0,0,27.6,22.3,0
20,5,113,0,0,20.4,26.1,0
0,6,12,0,0,20.9,1.0,0
11,1,108,0,0,30.7,22.6,0
9,2,495,2,0,28.3,98.9,2
5,6,21,1,0,28.9,5.6,0
8,5,235,0,0,28.7,47.2,1
0,1,11,0,0,27.7,0.0,0
3,1,54,0,0,21.8,13.8,0
22,6,140,1,0,32.3,26.5,0
13,3,92,0,0,20.6,13.7,0
11,2,169,0,0,26.8,32.5,0
10,1,96,0,0,34.3,23.7,0
22,1,67,0,0,22.2,16.0,0
22,6,131,0,0,33.5,25.2,0
1,1,13,1,0,28.3,1.6,0
3,2,0,0,1,18.2,0.0,0
19,1,192,0,0,31.4,44.6,0
4,6,8,0,0,29.6,2.7,0
16,6,95,0,0,29.4,20.3,0
0,4,62,0,0,23.6,15.5,0
0,5,48,0,0,28.1,10.3,0
11,5,89,0,0,37.2,17.0,0
12,3,107,0,0,20.3,20.8,0
14,0,131,0,0,25.2,26.0,0
23,0,126,0,0,25.7,25.1,0
23,2,130,1,0,22.5,28.2,0
13,1,243,2,0,34.0,48.8,1
5,0,41,0,0,20.1,10.4,0
21,5,92,0,0,26.0,18.2,0
23,1,194,3,0,24.8,39.0,0
3,1,75,1,0,23.6,9.0,0
18,2,388,1,0,36.9,80.3,2
21,4,111,3,0,28.2,23.2,0
3,0,0,0,0,30.6,3.0,0
3,5,13,0,0,31.6,0.0,0
19,5,318,0,0,30.5,69.9,1
21,6,84,0,0,27.3,16.4,0
15,4,130,0,0,35.2,29.3,0
1,3,32,0,0,27.0,3.3,0
14,0,37,0,1,35.2,9.2,0
15,3,138,1,0,27.7,24.4,0
21,3,125,0,0,29.4,23.1,0
5,4,43,0,0,29.8,14.3,0
21,2,107,0,0,19.2,20.8,0
4,6,72,1,0,29.7,15.1,0
10,3,107,0,0,25.1,24.0,0
21,1,122,0,0,29.9,25.9,0
9,0,324,0,0,24.5,65.3,1
18,4,331,0,0,31.9,67.3,1
10,3,128,0,0,20.0,32.8,0
22,5,115,0,0,34.2,22.8,0
5,4,44,3,0,22.0,9.4,0
17,1,296,0,0,37.9,62.4,1
19,5,388,1,0,29.6,80.9,2
8,0,272,0,0,26.5,58.0,1
20,6,131,1,0,26.7,28.1,0
6,3,192,0,0,27.1,35.0,0
5,0,24,0,0,21.7,9.7,0
21,6,119,0,0,36.7,20.4,0
13,4,128,0,0,22.0,26.5,0
7,1,396,1,0,34.9,76.9,2
2,5,24,0,0,34.5,4.6,0
8,5,192,0,0,20.3,39.4,0
7,6,271,0,0,29.2,55.2,1
20,0,100,0,0,18.6,21.3,0
5,5,0,3,0,27.7,4.8,0
2,2,34,2,0,36.0,8.2,0
21,5,51,0,0,34.8,9.5,0
3,4,57,2,0,28.4,14.3,0
8,3,281,0,0,20.4,59.8,1
18,5,332,1,0,22.7,62.7,1
4,0,41,3,0,26.8,10.0,0
1,3,41,0,0,20.3,10.3,0
15,5,86,0,0,33.7,16.3,0
15,5,183,0,0,30.9,40.7,0
1,6,49,1,0,19.1,9.3,0
8,4,362,0,0,32.0,72.8,2
17,6,251,0,0,18.2,49.7,1
9,0,321,1,0,23.9,64.2,1
20,2,67,1,0,26.1,10.1,0
2,6,24,0,0,32.7,0.5,0
3,6,40,0,0,19.3,12.8,0
23,6,107,0,0,31.9,18.9,0
20,5,47,0,0,30.8,6.4,0
6,5,107,0,0,20.2,14.9,0
22,6,156,1,0,34.9,29.3,0
10,3,234,1,0,23.2,42.8,0
10,6,114,0,0,25.4,27.7,0
18,1,162,0,1,29.2,35.4,0
7,0,226,0,0,32.0,43.1,0
12,4,117,0,0,19.8,30.2,0
18,0,137,0,1,33.5,30.3,0
3,1,47,0,0,35.2,8.4,0
9,5,293,0,0,35.1,51.1,1
9,5,182,0,0,26.2,43.3,0
9,2,358,0,0,23.0,67.4,1
2,0,23,2,0,37.5,0.0,0
22,3,95,1,0,23.1,22.1,0
1,0,56,0,0,36.2,18.5,0
22,5,82,0,0,28.1,20.6,0
12,5,186,3,0,29.2,38.9,0
8,1,264,2,0,35.6,54.6,1
10,5,60,0,0,20.3,14.6,0
15,6,112,0,0,25.2,24.7,0
8,4,363,2,0,28.3,73.4,2
10,5,228,1,0,21.0,45.9,1
14,0,136,0,0,21.7,27.0,0
5,5,8,0,0,35.9,0.0,0
14,2,83,0,0,27.2,15.8,0
3,2,24,2,0,21.6,0.0,0
8,4,214,0,0,29.7,42.5,0
18,1,359,0,0,33.4,68.8,1
10,0,207,3,0,20.4,38.1,0
3,6,48,0,0,27.2,10.1,0
14,5,91,0,0,18.1,22.4,0
14,2,289,3,0,36.1,60.6,1
4,1,0,1,0,23.7,0.0,0
17,4,402,0,0,21.6,77.4,2
2,0,7,0,0,33.6,4.2,0
3,2,37,0,0,34.1,4.5,0
4,2,48,1,0,28.3,8.9,0
12,3,137,0,0,19.8,29.1,0
19,1,296,0,0,18.8,56.3,1
21,1,172,1,0,36.6,34.7,0
20,4,110,0,0,19.6,18.0,0
4,1,25,0,0,23.0,3.2,0
18,0,403,2,0,28.3,81.6,2
13,0,158,1,0,34.3,26.8,0
18,0,309,0,0,32.8,63.1,1
5,6,16,0,0,35.5,3.1,0
18,5,227,0,0,30.5,47.1,1
5,1,41,1,0,30.1,8.9,0
13,4,75,0,1,18.3,19.1,0
14,5,157,0,0,32.9,31.8,0
9,4,381,0,0,31.8,74.9,2
9,0,196,0,0,20.2,39.6,0
0,1,54,0,0,22.8,12.4,0
6,0,69,0,0,27.5,13.9,0
5,1,9,0,0,27.7,1.9,0
18,1,214,0,0,34.7,40.7,0
0,0,57,1,0,37.6,9.4,0
19,5,287,0,0,27.7,53.2,1
18,5,269,0,0,34.3,59.0,1
22,0,55,0,0,24.3,7.3,0
20,3,134,0,0,30.5,24.7,0
14,5,121,0,0,32.5,22.0,0
14,1,215,0,0,31.7,45.7,1
22,5,106,2,0,32.5,20.3,0
21,5,95,1,0,34.0,22.7,0
6,2,94,0,0,27.7,16.8,0
5,4,39,1,0,36.9,8.6,0
7,1,401,3,0,25.2,77.7,2
21,1,70,2,0,28.1,20.4,0
13,0,114,0,0,22.5,19.2,0
11,6,51,2,1,23.3,11.1,0
19,5,256,0,0,36.9,53.1,1
3,6,19,1,0,36.9,5.0,0
16,0,116,0,0,22.1,22.6,0
23,2,69,1,0,28.0,13.4,0
20,2,112,0,0,35.0,22.5,0
0,1,0,0,0,23.7,0.0,0
8,2,251,0,0,30.6,53.1,1
16,3,203,0,0,26.6,47.2,1
14,6,104,0,0,36.9,19.1,0
0,5,25,2,0,19.7,0.9,0
5,3,42,1,0,31.2,8.1,0
18,0,497,3,0,34.0,100.0,2
13,3,223,1,0,35.5,42.2,0
11,0,122,2,0,30.2,29.3,0
14,5,146,0,0,33.8,34.2,0
22,2,96,1,0,26.1,17.5,0
2,0,21,0,0,32.4,5.9,0
17,2,307,0,0,24.2,66.3,1
5,0,6,1,1,29.9,0.1,0
23,3,93,0,0,19.2,18.0,0
20,4,73,0,0,31.0,12.9,0
9,4,407,0,0,37.7,78.4,2
18,5,293,0,0,28.7,56.7,1
11,2,203,1,0,32.3,36.9,0
22,3,116,0,0,24.6,23.3,0
11,3,102,1,0,34.6,18.1,0
1,3,36,0,0,26.9,7.9,0
12,4,211,1,0,35.4,37.5,0
20,3,149,0,0,37.0,30.8,0
5,1,57,0,0,27.2,13.9,0
16,0,115,0,0,18.7,17.0,0
11,0,151,0,0,20.4,31.3,0
1,4,17,0,0,37.8,7.1,0
15,0,85,0,0,29.8,13.4,0
9,1,444,1,0,18.0,93.8,2
2,6,10,0,1,24.2,3.3,0
12,3,138,1,0,20.7,25.5,0
20,3,143,0,0,21.0,28.4,0
2,6,22,0,0,25.7,6.1,0
17,0,423,2,0,32.7,84.8,2
5,5,20,0,1,33.4,5.6,0
20,0,135,0,0,37.1,24.2,0
1,4,0,1,0,28.1,0.5,0
21,4,98,0,0,33.7,15.4,0
14,0,96,0,0,26.0,18.9,0
0,2,24,0,0,35.2,2.1,0
8,0,227,0,0,21.4,43.2,0
8,6,189,0,0,26.1,41.5,0
19,2,292,1,0,24.0,61.7,1
4,3,0,0,0,36.8,1.8,0
6,1,188,0,0,27.9,34.3,0
12,0,98,0,0,29.1,18.7,0
0,3,59,2,0,18.4,15.4,0
21,0,104,0,0,33.7,21.2,0
13,3,101,0,0,22.1,27.2,0
17,1,350,0,0,26.5,71.2,2
1,0,51,3,0,30.4,10.8,0
0,0,47,0,0,30.0,8.5,0
11,6,62,0,0,28.2,12.8,0
23,4,53,0,0,25.9,10.1,0
23,4,136,2,0,22.2,29.3,0
21,2,121,3,0,32.2,27.1,0
21,2,40,0,0,30.0,5.6,0
20,0,78,0,0,18.2,11.6,0
17,5,388,1,0,28.8,72.1,2
17,0,302,1,0,26.9,61.9,1
12,6,135,0,0,34.8,23.7,0
3,3,28,0,0,18.2,0.0,0
8,5,323,0,0,19.8,65.8,1
9,6,230,0,0,27.9,53.5,1
8,3,345,1,0,22.2,69.0,1
12,0,142,0,0,27.9,30.9,0
21,5,66,0,0,29.3,13.4,0
4,5,24,0,0,29.4,4.5,0
23,6,166,1,0,18.5,36.0,0
19,2,353,2,0,18.0,69.7,1
10,3,155,0,0,20.4,31.8,0
15,2,83,0,0,32.4,17.6,0
13,4,106,0,0,21.9,19.2,0
0,5,4,0,0,37.2,3.8,0
5,2,37,0,0,19.9,6.9,0
0,4,4,2,0,34.8,0.0,0
15,1,184,1,0,34.4,38.4,0
2,6,40,0,0,19.9,5.3,0
3,0,36,2,0,25.5,7.3,0
4,0,47,0,0,24.0,9.4,0
2,0,29,0,0,23.9,9.1,0
3,4,61,0,0,30.0,13.6,0
0,3,36,1,0,35.6,7.1,0
10,5,150,1,0,27.1,32.5,0
6,0,173,0,0,19.4,38.8,0
18,1,404,0,0,26.4,82.5,2
14,1,171,1,0,19.2,34.2,0
13,4,264,1,0,24.2,48.9,1
4,1,13,0,0,23.8,0.0,0
18,5,274,0,0,28.1,53.9,1
13,2,164,0,0,36.2,31.0,0
10,1,157,0,0,37.6,30.8,0
18,4,227,0,0,26.4,45.6,1
14,6,130,0,0,36.4,27.6,0
22,1,149,0,0,27.6,29.6,0
23,3,76,0,0,37.8,16.7,0
2,2,24,0,1,23.8,5.0,0
18,6,337,3,0,22.0,61.5,1
7,2,237,0,0,29.1,44.6,0
0,1,39,2,0,18.4,7.4,0
12,5,110,0,0,36.7,18.4,0
7,2,366,0,0,36.8,75.0,2
22,0,80,2,0,20.6,20.6,0
17,3,357,0,0,26.6,75.1,2
1,6,31,0,0,28.7,5.6,0
10,1,256,1,0,35.5,55.7,1
18,3,388,0,0,27.4,78.0,2
2,1,44,1,0,30.9,7.8,0
15,4,178,0,0,25.5,33.8,0
22,3,106,0,0,30.8,20.3,0
6,1,106,0,0,22.7,20.0,0
13,3,165,2,0,25.5,33.5,0
4,6,13,0,0,25.0,3.1,0
14,4,135,0,0,27.4,27.0,0
15,2,97,0,0,26.8,20.7,0
11,0,87,0,0,28.9,21.0,0
7,0,277,0,0,28.9,58.2,1
21,2,102,1,0,33.4,15.9,0
22,4,230,3,0,33.0,38.3,0
8,0,308,0,0,24.9,64.4,1
18,6,323,0,0,28.3,60.5,1
12,1,206,1,0,27.5,40.5,0
17,6,243,1,0,24.8,45.1,1
6,3,152,0,0,22.2,25.0,0
0,2,36,2,0,24.1,8.8,0
15,6,118,0,0,22.5,25.9,0
22,4,42,0,0,29.4,6.7,0
4,2,51,1,0,36.3,2.4,0
12,1,126,0,0,25.7,23.6,0
10,4,87,0,0,24.1,18.6,0
21,4,59,1,0,30.1,7.4,0
6,0,130,0,0,22.1,26.6,0
2,3,31,0,0,21.4,6.2,0
5,0,17,0,0,32.9,5.1,0
4,6,15,0,0,32.2,3.4,0
19,4,384,0,0,28.0,73.9,2
8,1,138,0,1,19.3,31.2,0
7,4,334,0,0,27.8,66.3,1
1,5,17,0,0,36.4,3.3,0
12,4,151,1,0,26.3,27.4,0
23,3,132,2,0,21.7,25.1,0
12,5,117,0,0,35.4,20.7,0
17,2,266,0,0,32.5,52.7,1
13,6,130,3,0,19.5,31.1,0
10,3,120,0,0,28.1,19.9,0
2,5,55,1,0,25.6,6.2,0
6,3,38,0,1,32.2,12.0,0
21,5,108,0,0,19.7,21.0,0
22,3,73,1,0,34.8,12.6,0
19,0,227,0,0,32.8,48.5,1
21,6,16,0,1,26.8,1.4,0
22,0,76,0,0,26.8,20.7,0
16,5,141,0,0,20.1,30.2,0
14,0,100,0,0,25.5,18.5,0
11,1,82,0,0,18.6,22.9,0
6,5,144,0,0,35.6,27.0,0
23,1,51,0,1,34.3,12.4,0
20,1,111,2,0,25.9,23.1,0
7,1,367,0,0,18.3,77.3,2
0,3,36,0,0,31.2,11.9,0
11,0,167,0,0,24.0,33.5,0
3,5,8,3,0,35.0,0.0,0
3,4,37,0,0,25.8,8.8,0
10,1,235,2,0,24.4,45.0,1
2,2,34,2,1,27.0,12.8,0
23,1,86,1,0,18.3,17.6,0
